uniprot_id,ncbi_id,protein_name
Q96I99,8801,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial (EC 6.2.1.4) (GTP-specific succinyl-CoA synthetase subunit beta) (G-SCS) (GTPSCS) (Succinyl-CoA synthetase beta-G chain) (SCS-betaG)"
Q96IF1,84962,LIM domain-containing protein ajuba
Q96II8,84859,DISP complex protein LRCH3 (Leucine-rich repeat and calponin homology domain-containing protein 3)
Q96IJ6,29926,Mannose-1-phosphate guanyltransferase alpha (GDP-mannose pyrophosphorylase A) (GMPP-alpha) (GTP-mannose-1-phosphate guanylyltransferase alpha)
Q96IK1,91272,Biorientation of chromosomes in cell division protein 1 (Biorientation defective protein 1) (Protein FAM44B)
Q96IL0,84334,"Cytochrome c oxidase assembly factor 8 (COA8) (Apoptogenic protein 1, mitochondrial) (APOP-1)"
Q96IP4,55603,Terminal nucleotidyltransferase 5A (EC 2.7.7.19) (HBV X-transactivated gene 11 protein) (HBV XAg-transactivated protein 11)
Q96IQ9,84330,Zinc finger protein 414
Q96IR7,84842,4-hydroxyphenylpyruvate dioxygenase-like protein (HPD-like protein) (EC 1.13.-.-) (Glyoxalase domain-containing protein 1)
Q96IS3,84839,Retina and anterior neural fold homeobox protein 2 (Q50-type retinal homeobox protein) (Retina and anterior neural fold homeobox-like protein 1)
Q96IT1,84838,Zinc finger protein 496 (Zinc finger protein with KRAB and SCAN domains 17)
Q96IU2,84327,Zinc finger BED domain-containing protein 3 (Axin-interacting protein)
Q96IU4,84836,Putative protein-lysine deacylase ABHD14B (EC 2.3.1.-) (Alpha/beta hydrolase domain-containing protein 14B) (Abhydrolase domain-containing protein 14B) (CCG1-interacting factor B)
Q96IV0,55768,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase (PNGase) (hPNGase) (EC 3.5.1.52) (N-glycanase 1) (Peptide:N-glycanase)
Q96IV6,10826,Fatty acid hydroxylase domain-containing protein 2
Q96IW7,26984,Vesicle-trafficking protein SEC22a (SEC22 vesicle-trafficking protein homolog A) (SEC22 vesicle-trafficking protein-like 2)
Q96IX5,84833,"ATP synthase membrane subunit K, mitochondrial (ATP synthase membrane subunit DAPIT, mitochondrial) (Diabetes-associated protein in insulin-sensitive tissues) (HCV F-transactivated protein 2) (Up-regulated during skeletal muscle growth protein 5)"
Q96IY1,25936,Kinetochore-associated protein NSL1 homolog
Q96IY4,1361,Carboxypeptidase B2 (EC 3.4.17.20) (Carboxypeptidase U) (CPU) (Plasma carboxypeptidase B) (pCPB) (Thrombin-activable fibrinolysis inhibitor) (TAFI)
Q96IZ0,5074,PRKC apoptosis WT1 regulator protein (Prostate apoptosis response 4 protein) (Par-4)
Q96IZ2,84830,Androgen-dependent TFPI-regulating protein (Fatty acid esters of hydroxy fatty acids hydrolase ADTRP) (FAHFA hydrolase ADTRP) (EC 3.1.-.-)
Q96IZ5,55285,RNA-binding protein 41 (RNA-binding motif protein 41)
Q96IZ6,339175,tRNA N(3)-methylcytidine methyltransferase METTL2A (EC 2.1.1.-) (Methyltransferase-like protein 2A)
Q96IZ7,51319,Serine/Arginine-related protein 53 (SRrp53) (Arginine/serine-rich coiled-coil protein 1)
Q96J01,84321,THO complex subunit 3 (Tho3) (TEX1 homolog) (hTREX45)
Q96J02,83737,E3 ubiquitin-protein ligase Itchy homolog (Itch) (EC 2.3.2.26) (Atrophin-1-interacting protein 4) (AIP4) (HECT-type E3 ubiquitin transferase Itchy homolog) (NFE2-associated polypeptide 1) (NAPP1)
Q96J42,79770,Thioredoxin domain-containing protein 15
Q96J65,94160,ATP-binding cassette sub-family C member 12 (Multidrug resistance-associated protein 9)
Q96J66,85320,ATP-binding cassette sub-family C member 11 (EC 7.6.2.2) (EC 7.6.2.3) (Multidrug resistance-associated protein 8)
Q96J84,55243,Kin of IRRE-like protein 1 (Kin of irregular chiasm-like protein 1) (Nephrin-like protein 1)
Q96J87,60677,CUGBP Elav-like family member 6 (CELF-6) (Bruno-like protein 6) (CUG-BP- and ETR-3-like factor 6) (RNA-binding protein BRUNOL-6)
Q96J92,65266,Serine/threonine-protein kinase WNK4 (EC 2.7.11.1) (Protein kinase lysine-deficient 4) (Protein kinase with no lysine 4)
Q96J94,9271,Piwi-like protein 1 (EC 3.1.26.-)
Q96JA1,26018,Leucine-rich repeats and immunoglobulin-like domains protein 1 (LIG-1)
Q96JA3,84725,Pleckstrin homology domain-containing family A member 8 (PH domain-containing family A member 8) (Phosphatidylinositol-four-phosphate adapter protein 2) (FAPP-2) (Phosphoinositol 4-phosphate adapter protein 2) (hFAPP2) (Serologically defined breast cancer antigen NY-BR-86)
Q96JB1,1769,Dynein axonemal heavy chain 8 (Axonemal beta dynein heavy chain 8) (Ciliary dynein heavy chain 8)
Q96JB2,83548,Conserved oligomeric Golgi complex subunit 3 (COG complex subunit 3) (Component of oligomeric Golgi complex 3) (Vesicle-docking protein SEC34 homolog) (p94)
Q96JB3,23119,Hypermethylated in cancer 2 protein (Hic-2) (HIC1-related gene on chromosome 22 protein) (Hic-3) (Zinc finger and BTB domain-containing protein 30)
Q96JB5,80279,CDK5 regulatory subunit-associated protein 3 (CDK5 activator-binding protein C53) (LXXLL/leucine-zipper-containing ARF-binding protein) (Protein HSF-27)
Q96JB6,84171,Lysyl oxidase homolog 4 (EC 1.4.3.-) (Lysyl oxidase-like protein 4) (Lysyl oxidase-related protein C)
Q96JB8,58538,MAGUK p55 subfamily member 4 (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 5 protein) (Discs large homolog 6)
Q96JC1,23339,Vam6/Vps39-like protein (TRAP1-like protein) (hVam6p)
Q96JC9,85403,ELL-associated factor 1
Q96JD6,83592,"1,5-anhydro-D-fructose reductase (AF reductase) (EC 1.1.1.263) (Aldo-keto reductase family 1 member C-like protein 2) (Aldo-keto reductase family 1 member E2) (LoopADR) (Testis aldo-keto reductase) (htAKR) (Testis-specific protein) (hTSP)"
Q96JE7,89866,Protein transport protein Sec16B (Leucine zipper transcription regulator 2) (Regucalcin gene promoter region-related protein p117) (RGPR-p117) (SEC16 homolog B)
Q96JE9,4135,Microtubule-associated protein 6 (MAP-6) (Stable tubule-only polypeptide) (STOP)
Q96JF0,84620,"Beta-galactoside alpha-2,6-sialyltransferase 2 (Alpha 2,6-ST 2) (EC 2.4.3.1) (CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,6-sialyltransferase 2) (ST6Gal II) (ST6GalII) (hST6Gal II) (Sialyltransferase 2)"
Q96JG6,55610,Syndetin (Coiled-coil domain-containing protein 132) (EARP/GARPII complex subunit VPS50)
Q96JG8,728239,Melanoma-associated antigen D4 (MAGE-D4 antigen) (MAGE-E1 antigen)
Q96JG8,81557,Melanoma-associated antigen D4 (MAGE-D4 antigen) (MAGE-E1 antigen)
Q96JH7,80124,Deubiquitinating protein VCPIP1 (EC 3.4.19.12) (Valosin-containing protein p97/p47 complex-interacting protein 1) (Valosin-containing protein p97/p47 complex-interacting protein p135) (VCP/p47 complex-interacting 135-kDa protein)
Q96JH8,55698,Ras-associating and dilute domain-containing protein
Q96JI7,80208,Spatacsin (Colorectal carcinoma-associated protein) (Spastic paraplegia 11 protein)
Q96JJ3,63916,Engulfment and cell motility protein 2 (Protein ced-12 homolog A) (hCed-12A)
Q96JJ6,84502,Junctophilin-4 (JP-4) (Junctophilin-like 1 protein)
Q96JJ7,54495,Protein disulfide-isomerase TMX3 (EC 5.3.4.1) (Thioredoxin domain-containing protein 10) (Thioredoxin-related transmembrane protein 3)
Q96JK2,8816,DDB1- and CUL4-associated factor 5 (Breakpoint cluster region protein 2) (BCRP2) (WD repeat-containing protein 22)
Q96JK9,55534,Mastermind-like protein 3 (Mam-3)
Q96JL9,84449,Zinc finger protein 333
Q96JM2,58499,Zinc finger protein 462 (Zinc finger PBX1-interacting protein) (ZFPIP)
Q96JM3,283489,Chromosome alignment-maintaining phosphoprotein 1 (Zinc finger protein 828)
Q96JM7,84456,Lethal(3)malignant brain tumor-like protein 3 (H-l(3)mbt-like protein 3) (L(3)mbt-like protein 3) (L3mbt-like 3) (MBT-1)
Q96JN0,84458,Ligand-dependent corepressor (LCoR) (Mblk1-related protein 2)
Q96JN2,64753,Coiled-coil domain-containing protein 136 (Nasopharyngeal carcinoma-associated gene 6 protein)
Q96JP0,56929,Protein fem-1 homolog C (FEM1c) (FEM1-gamma)
Q96JP5,80829,E3 ubiquitin-protein ligase ZFP91 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ZFP91) (Zinc finger protein 757) (Zinc finger protein 91 homolog) (Zfp-91)
Q96JP9,92211,Cadherin-related family member 1 (Photoreceptor cadherin) (prCAD) (Protocadherin-21)
Q96JQ0,8642,Protocadherin-16 (Cadherin-19) (Cadherin-25) (Fibroblast cadherin-1) (Protein dachsous homolog 1)
Q96JQ5,51338,Membrane-spanning 4-domains subfamily A member 4A (CD20 antigen-like 1) (Four-span transmembrane protein 1)
Q96JS3,84547,PiggyBac transposable element-derived protein 1 (Cerebral protein 4)
Q96JW4,84102,Solute carrier family 41 member 2
Q96JX3,84947,Protein SERAC1 (Serine active site-containing protein 1)
Q96JY0,84944,Protein maelstrom homolog
Q96JY6,64236,PDZ and LIM domain protein 2 (PDZ-LIM protein mystique)
Q96JZ2,84941,Hematopoietic SH2 domain-containing protein (Hematopoietic SH2 protein) (Adaptor in lymphocytes of unknown function X)
Q96K12,55711,Fatty acyl-CoA reductase 2 (EC 1.2.1.84) (Male sterility domain-containing protein 1)
Q96K19,81790,E3 ubiquitin-protein ligase RNF170 (EC 2.3.2.27) (Putative LAG1-interacting protein) (RING finger protein 170) (RING-type E3 ubiquitin transferase RNF170)
Q96K21,84936,Abscission/NoCut checkpoint regulator (ANCHR) (MLL partner containing FYVE domain) (Zinc finger FYVE domain-containing protein 19)
Q96K30,84934,RBPJ-interacting and tubulin-associated protein 1 (RBPJ-interacting and tubulin-associated protein)
Q96K58,79759,Zinc finger protein 668
Q96K76,55031,Ubiquitin carboxyl-terminal hydrolase 47 (EC 3.4.19.12) (Deubiquitinating enzyme 47) (Ubiquitin thioesterase 47) (Ubiquitin-specific-processing protease 47)
Q96K78,84873,Adhesion G-protein coupled receptor G7 (G-protein coupled receptor 128)
Q96K80,84872,Zinc finger CCCH domain-containing protein 10
Q96K83,25925,Zinc finger protein 521 (Early hematopoietic zinc finger protein) (LYST-interacting protein 3)
Q96KA5,81037,Lipid scramblase CLPTM1L (Cisplatin resistance-related protein 9) (CRR9p) (Cleft lip and palate transmembrane protein 1-like protein) (CLPTM1-like protein)
Q96KB5,55872,Lymphokine-activated killer T-cell-originated protein kinase (EC 2.7.12.2) (Cancer/testis antigen 84) (CT84) (MAPKK-like protein kinase) (Nori-3) (PDZ-binding kinase) (Spermatogenesis-related protein kinase) (SPK) (T-LAK cell-originated protein kinase)
Q96KC8,64215,DnaJ homolog subfamily C member 1 (DnaJ protein homolog MTJ1)
Q96KG7,84466,Multiple epidermal growth factor-like domains protein 10 (Multiple EGF-like domains protein 10)
Q96KG9,57410,N-terminal kinase-like protein (Coated vesicle-associated kinase of 90 kDa) (SCY1-like protein 1) (Telomerase regulation-associated protein) (Telomerase transcriptional element-interacting factor) (Teratoma-associated tyrosine kinase)
Q96KK5,85235,Histone H2A type 1-H (H2A-clustered histone 12) (Histone H2A/s)
Q96KM6,57473,Zinc finger protein 512B
Q96KN2,84735,Beta-Ala-His dipeptidase (EC 3.4.13.20) (CNDP dipeptidase 1) (Carnosine dipeptidase 1) (Glutamate carboxypeptidase-like protein 2) (Serum carnosinase)
Q96KN4,151354,Protein LRATD1 (LRAT domain-containing 1) (Neurologic sensory protein 1) (NSE1) (Protein FAM84A)
Q96KN7,57096,X-linked retinitis pigmentosa GTPase regulator-interacting protein 1 (RPGR-interacting protein 1)
Q96KN8,117245,"Phospholipase A and acyltransferase 5 (Ca(2+)-independent N-acyltransferase) (iNAT) (EC 2.3.1.-, EC 3.1.1.32, EC 3.1.1.4) (H-rev107-like protein 5) (HRAS-like suppressor 5) (HRSL5)"
Q96KP1,55770,Exocyst complex component 2 (Exocyst complex component Sec5)
Q96KP4,55748,Cytosolic non-specific dipeptidase (EC 3.4.13.18) (CNDP dipeptidase 2) (Glutamate carboxypeptidase-like protein 1) (Peptidase A) (Threonyl dipeptidase)
Q96KP6,79931,TNFAIP3-interacting protein 3 (A20-binding inhibitor of NF-kappa-B activation 3) (ABIN-3) (Listeria-induced gene protein)
Q96KQ4,23368,Apoptosis-stimulating of p53 protein 1 (Protein phosphatase 1 regulatory subunit 13B)
Q96KQ7,10919,Histone-lysine N-methyltransferase EHMT2 (EC 2.1.1.-) (EC 2.1.1.367) (Euchromatic histone-lysine N-methyltransferase 2) (HLA-B-associated transcript 8) (Histone H3-K9 methyltransferase 3) (H3-K9-HMTase 3) (Lysine N-methyltransferase 1C) (Protein G9a)
Q96KR4,89782,Leishmanolysin-like peptidase (EC 3.4.24.-) (Invadolysin)
Q96KR6,116151,"Protein FAM210B, mitochondrial"
Q96KR7,116154,Phosphatase and actin regulator 3 (Scaffold-associated PP1-inhibiting protein) (Scapinin)
Q96KS0,112398,Prolyl hydroxylase EGLN2 (EC 1.14.11.-) (Egl nine homolog 2) (EC 1.14.11.29) (Estrogen-induced tag 6) (EIT-6) (HPH-3) (Hypoxia-inducible factor prolyl hydroxylase 1) (HIF-PH1) (HIF-prolyl hydroxylase 1) (HPH-1) (Prolyl hydroxylase domain-containing protein 1) (PHD1)
Q96KV7,197335,WD repeat-containing protein 90
Q96L08,203328,Sushi domain-containing protein 3
Q96L12,125972,Calreticulin-3 (Calreticulin-2) (Calsperin)
Q96L21,140801,Ribosomal protein uL16-like (60S ribosomal protein L10-like) (Large ribosomal subunit protein uL16-like)
Q96L34,57787,MAP/microtubule affinity-regulating kinase 4 (EC 2.7.11.1) (MAP/microtubule affinity-regulating kinase-like 1)
Q96L42,131096,Potassium voltage-gated channel subfamily H member 8 (ELK1) (hElk1) (Ether-a-go-go-like potassium channel 3) (ELK channel 3) (ELK3) (Voltage-gated potassium channel subunit Kv12.1)
Q96L46,84290,Calpain small subunit 2 (CSS2) (Calcium-dependent protease small subunit 2)
Q96L50,122769,Leucine-rich repeat protein 1 (4-1BB-mediated-signaling molecule) (4-1BBlrr) (LRR-repeat protein 1) (LRR-1) (Peptidylprolyl isomerase-like 5)
Q96L58,126792,"Beta-1,3-galactosyltransferase 6 (Beta-1,3-GalTase 6) (Beta3Gal-T6) (Beta3GalT6) (EC 2.4.1.134) (GAG GalTII) (Galactosyltransferase II) (Galactosylxylosylprotein 3-beta-galactosyltransferase) (UDP-Gal:betaGal beta 1,3-galactosyltransferase polypeptide 6)"
Q96L73,64324,"Histone-lysine N-methyltransferase, H3 lysine-36 specific (EC 2.1.1.357) (Androgen receptor coactivator 267 kDa protein) (Androgen receptor-associated protein of 267 kDa) (H3-K36-HMTase) (Lysine N-methyltransferase 3B) (Nuclear receptor-binding SET domain-containing protein 1) (NR-binding SET domain-containing protein)"
Q96L91,57634,E1A-binding protein p400 (EC 3.6.4.-) (CAG repeat protein 32) (Domino homolog) (hDomino) (Trinucleotide repeat-containing gene 12 protein) (p400 kDa SWI2/SNF2-related protein)
Q96L92,81609,Sorting nexin-27
Q96L93,55614,Kinesin-like protein KIF16B (Sorting nexin-23)
Q96L96,57538,Alpha-protein kinase 3 (EC 2.7.11.1) (Muscle alpha-protein kinase)
Q96LA5,79368,Fc receptor-like protein 2 (FcR-like protein 2) (FcRL2) (Fc receptor homolog 2) (FcRH2) (IFGP family protein 4) (Immunoglobulin receptor translocation-associated protein 4) (SH2 domain-containing phosphatase anchor protein 1) (CD antigen CD307b)
Q96LA6,115350,Fc receptor-like protein 1 (FcR-like protein 1) (FcRL1) (Fc receptor homolog 1) (FcRH1) (IFGP family protein 1) (hIFGP1) (Immune receptor translocation-associated protein 5) (CD antigen CD307a)
Q96LA8,55170,Protein arginine N-methyltransferase 6 (EC 2.1.1.319) (Heterogeneous nuclear ribonucleoprotein methyltransferase-like protein 6) (Histone-arginine N-methyltransferase PRMT6)
Q96LB2,259249,Mas-related G-protein coupled receptor member X1 (Sensory neuron-specific G-protein coupled receptor 3/4)
Q96LB3,80173,Intraflagellar transport protein 74 homolog (Capillary morphogenesis gene 1 protein) (CMG-1) (Coiled-coil domain-containing protein 2)
Q96LB8,57115,Peptidoglycan recognition protein 4 (Peptidoglycan recognition protein I-beta) (PGLYRPIbeta) (PGRP-I-beta) (Peptidoglycan recognition protein intermediate beta)
Q96LB9,114771,Peptidoglycan recognition protein 3 (Peptidoglycan recognition protein I-alpha) (PGLYRPIalpha) (PGRP-I-alpha) (Peptidoglycan recognition protein intermediate alpha)
Q96LC7,89790,Sialic acid-binding Ig-like lectin 10 (Siglec-10) (Siglec-like protein 2)
Q96LC9,90427,Bcl-2-modifying factor
Q96LD4,91107,E3 ubiquitin-protein ligase TRIM47 (EC 2.3.2.27) (Gene overexpressed in astrocytoma protein) (RING finger protein 100) (Tripartite motif-containing protein 47)
Q96LD8,123228,"Sentrin-specific protease 8 (EC 3.4.22.-) (Deneddylase-1) (NEDD8-specific protease 1) (Protease, cysteine 2) (Sentrin/SUMO-specific protease SENP8)"
Q96LI5,246175,CCR4-NOT transcription complex subunit 6-like (EC 3.1.13.4) (Carbon catabolite repressor protein 4 homolog B)
Q96LI6,159119,"Heat shock transcription factor, Y-linked (Heat shock transcription factor 2-like protein) (HSF2-like)"
Q96LI6,86614,"Heat shock transcription factor, Y-linked (Heat shock transcription factor 2-like protein) (HSF2-like)"
Q96LJ7,115817,Dehydrogenase/reductase SDR family member 1 (EC 1.1.1.-) (Short chain dehydrogenase/reductase family 19C member 1) (Protein SDR19C1)
Q96LJ8,127733,UBX domain-containing protein 10 (UBX domain-containing protein 3)
Q96LK0,84984,Centrosomal protein of 19 kDa (Cep19)
Q96LL4,157773,Uncharacterized protein C8orf48
Q96LL9,84277,"DnaJ homolog subfamily C member 30, mitochondrial (Williams-Beuren syndrome chromosomal region 18 protein)"
Q96LM5,152940,Protein SPMIP2 (Sperm-associated microtubule inner protein 2)
Q96LM6,200523,Protein SPMIP9 (Sperm microtubule inner protein 9) (Testis-expressed sequence 37 protein) (Testis-specific conserved protein of 21 kDa)
Q96LR2,541468,Leucine rich adaptor protein 1 (Leucine repeat adapter protein 35A)
Q96LR5,7325,Ubiquitin-conjugating enzyme E2 E2 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme E2) (UbcH8) (Ubiquitin carrier protein E2) (Ubiquitin-protein ligase E2)
Q96LT7,203228,Guanine nucleotide exchange factor C9orf72
Q96LT9,55599,RNA-binding region-containing protein 3 (RNA-binding motif protein 40) (RNA-binding protein 40) (U11/U12 small nuclear ribonucleoprotein 65 kDa protein) (U11/U12 snRNP 65 kDa protein) (U11/U12-65K)
Q96LW4,201973,DNA-directed primase/polymerase protein (hPrimpol1) (EC 2.7.7.-) (Coiled-coil domain-containing protein 111)
Q96LW7,84270,Caspase recruitment domain-containing protein 19 (Bcl10-interacting CARD protein) (BinCARD)
Q96LX7,149483,Coiled-coil domain-containing protein 17
Q96LX8,146434,Zinc finger protein 597
Q96LZ3,5535,Calcineurin subunit B type 2 (Calcineurin B-like protein) (CBLP) (Calcineurin BII) (CNBII) (PPP3R1-like) (Protein phosphatase 2B regulatory subunit 2) (Protein phosphatase 3 regulatory subunit B beta isoform)
Q96LZ7,151393,Regulator of microtubule dynamics protein 2 (RMD-2) (hRMD-2) (Protein FAM82A1)
Q96M02,118611,(E2-independent) E3 ubiquitin-conjugating enzyme FATS (EC 2.3.2.-) (Centrosomal protein C10orf90) (E2/E3 hybrid ubiquitin-protein ligase FATS) (Fragile-site associated tumor suppressor homolog) (FATS)
Q96M11,219844,Centriolar and ciliogenesis-associated protein HYLS1 (Hydrolethalus syndrome protein 1)
Q96M29,146279,Tektin-5
Q96M32,122481,Adenylate kinase 7 (AK 7) (EC 2.7.4.3) (EC 2.7.4.6) (ATP-AMP transphosphorylase 7)
Q96M61,286514,Melanoma-associated antigen B18 (MAGE-B18 antigen)
Q96M63,93233,Outer dynein arm-docking complex subunit 1 (Coiled-coil domain-containing protein 114)
Q96M86,144132,Dynein heavy chain domain-containing protein 1 (Coiled-coil domain-containing protein 35) (Dynein heavy chain domain 1-like protein)
Q96M91,220136,Cilia- and flagella-associated protein 53 (Coiled-coil domain-containing protein 11)
Q96M94,80311,Kelch-like protein 15
Q96M96,121512,"FYVE, RhoGEF and PH domain-containing protein 4 (Actin filament-binding protein frabin) (FGD1-related F-actin-binding protein) (Zinc finger FYVE domain-containing protein 6)"
Q96M98,135138,Parkin coregulated gene protein (Molecular chaperone/chaperonin-binding protein) (PARK2 coregulated gene protein)
